Taxon	ATP6_trimmed	ATP6_trimmed	ATP6_trimmed	ATP6_trimmed	ATP6_trimmed	ATP6_trimmed	ATP6_trimmed	ATP6_trimmed	ATP8_trimmed	ATP8_trimmed	ATP8_trimmed	ATP8_trimmed	ATP8_trimmed	ATP8_trimmed	ATP8_trimmed	ATP8_trimmed	COX1_trimmed	COX1_trimmed	COX1_trimmed	COX1_trimmed	COX1_trimmed	COX1_trimmed	COX1_trimmed	COX1_trimmed	COX2_trimmed	COX2_trimmed	COX2_trimmed	COX2_trimmed	COX2_trimmed	COX2_trimmed	COX2_trimmed	COX2_trimmed	COX3_trimmed	COX3_trimmed	COX3_trimmed	COX3_trimmed	COX3_trimmed	COX3_trimmed	COX3_trimmed	COX3_trimmed	CYTB_trimmed	CYTB_trimmed	CYTB_trimmed	CYTB_trimmed	CYTB_trimmed	CYTB_trimmed	CYTB_trimmed	CYTB_trimmed	ND1_trimmed	ND1_trimmed	ND1_trimmed	ND1_trimmed	ND1_trimmed	ND1_trimmed	ND1_trimmed	ND1_trimmed	ND2_trimmed	ND2_trimmed	ND2_trimmed	ND2_trimmed	ND2_trimmed	ND2_trimmed	ND2_trimmed	ND2_trimmed	ND3_trimmed	ND3_trimmed	ND3_trimmed	ND3_trimmed	ND3_trimmed	ND3_trimmed	ND3_trimmed	ND3_trimmed	ND4L_trimmed	ND4L_trimmed	ND4L_trimmed	ND4L_trimmed	ND4L_trimmed	ND4L_trimmed	ND4L_trimmed	ND4L_trimmed	ND4_trimmed	ND4_trimmed	ND4_trimmed	ND4_trimmed	ND4_trimmed	ND4_trimmed	ND4_trimmed	ND4_trimmed	ND5_trimmed	ND5_trimmed	ND5_trimmed	ND5_trimmed	ND5_trimmed	ND5_trimmed	ND5_trimmed	ND5_trimmed	ND6_trimmed	ND6_trimmed	ND6_trimmed	ND6_trimmed	ND6_trimmed	ND6_trimmed	ND6_trimmed	ND6_trimmed	rrnl_trimmed	rrnl_trimmed	rrnl_trimmed	rrnl_trimmed	rrnl_trimmed	rrnl_trimmed	rrnl_trimmed	rrnl_trimmed	rrns_trimmed	rrns_trimmed	rrns_trimmed	rrns_trimmed	rrns_trimmed	rrns_trimmed	rrns_trimmed	rrns_trimmed	Mean_GC_pct	Mean_AT_pct	Mean_GC_skew	Mean_AT_skew
Gene	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	Mean_GC_pct	Mean_AT_pct	Mean_GC_skew	Mean_AT_skew
16CI1f_Psebet	28.7611	71.2389	-0.2718	-0.1014	10.4720	18.2891	32.0059	39.2330	18.8679	81.1321	-0.6000	-0.0078	3.7736	15.0943	40.2516	40.8805	31.0547	68.9453	-0.0482	-0.0973	14.7786	16.2760	31.1198	37.8255	30.8480	69.1520	-0.1943	-0.0106	12.4269	18.4211	34.2105	34.9415	31.0038	68.9962	-0.0902	-0.1197	14.1042	16.8996	30.3685	38.6277	30.0705	69.9295	-0.1906	-0.1375	12.1693	17.9012	30.1587	39.7707	25.9626	74.0374	-0.3475	0.2779	8.4708	17.4917	47.3047	26.7327	25.3891	74.6109	-0.3946	-0.0613	7.6848	17.7043	35.0195	39.5914	25.1412	74.8588	-0.2360	-0.1849	9.6045	15.5367	30.5085	44.3503	22.3404	77.6596	-0.3333	0.2877	7.4468	14.8936	50.0000	27.6596	23.7098	76.2902	-0.2618	0.2039	8.7509	14.9589	45.9237	30.3665	21.9104	78.0896	-0.2316	0.1835	8.4179	13.4925	46.2090	31.8806	21.5569	78.4431	-0.2963	-0.1450	7.5848	13.9721	33.5329	44.9102	23.3706	76.6294	-0.3227	0.0668	7.9143	15.4562	40.8752	35.7542	26.3979	73.6021	-0.3202	0.0601	8.9727	17.4252	39.0117	34.5904	25.7590	74.2410	-0.2759	0.0143
23spal_Amespa2	28.4661	71.5339	-0.2850	-0.0845	10.1770	18.2891	32.7434	38.7906	16.3522	83.6478	-0.6154	0.0677	3.1447	13.2075	44.6541	38.9937	30.7943	69.2057	-0.0444	-0.1044	14.7135	16.0807	30.9896	38.2161	30.2632	69.7368	-0.2077	-0.0273	11.9883	18.2749	33.9181	35.8187	31.6508	68.3492	-0.0690	-0.1377	14.7340	16.9168	29.4679	38.8813	29.2769	70.7231	-0.1325	-0.1571	12.6984	16.5785	29.8060	40.9171	26.5000	73.5000	-0.3082	0.2653	9.1667	17.3333	46.5000	27.0000	24.2211	75.7789	-0.3859	-0.0981	7.4372	16.7839	34.1709	41.6080	25.4237	74.5763	-0.2222	-0.1818	9.8870	15.5367	30.5085	44.0678	19.8582	80.1418	-0.3929	0.3186	6.0284	13.8298	52.8369	27.3050	22.5879	77.4121	-0.3046	0.1884	7.8534	14.7345	45.9985	31.4136	23.1642	76.8358	-0.2113	0.2028	9.1343	14.0299	46.2090	30.6269	22.4900	77.5100	-0.3036	-0.1658	7.8313	14.6586	32.3293	45.1807	22.9050	77.0950	-0.3659	0.0580	7.2626	15.6425	40.7821	36.3128	24.8705	75.1295	-0.3438	0.0310	8.1606	16.7098	38.7306	36.3990	25.2549	74.7451	-0.2795	0.0117
41K26_Amepic	27.2861	72.7139	-0.2432	-0.0751	10.3245	16.9617	33.6283	39.0855	20.7547	79.2453	-0.6364	-0.0476	3.7736	16.9811	37.7358	41.5094	32.0964	67.9036	-0.0426	-0.1218	15.3646	16.7318	29.8177	38.0859	29.2398	70.7602	-0.1700	-0.0289	12.1345	17.1053	34.3567	36.4035	30.9686	69.0314	-0.0396	-0.1423	14.8704	16.0982	29.6044	39.4270	29.5414	70.4586	-0.1343	-0.1815	12.7866	16.7549	28.8360	41.6226	24.8625	75.1375	-0.3097	0.2504	8.5809	16.2816	46.9747	28.1628	25.6207	74.3793	-0.3101	-0.1162	8.8381	16.7825	32.8699	41.5094	24.0113	75.9887	-0.1765	-0.2268	9.8870	14.1243	29.3785	46.6102	20.2128	79.7872	-0.3684	0.2889	6.3830	13.8298	51.4184	28.3688	22.2887	77.7113	-0.2819	0.2012	8.0030	14.2857	46.6717	31.0396	21.6716	78.3284	-0.2066	0.1814	8.5970	13.0746	46.2687	32.0597	18.5185	81.4815	-0.2308	-0.1608	7.1225	11.3960	34.1880	47.2934	23.2775	76.7225	-0.3520	0.0655	7.5419	15.7356	40.8752	35.8473	25.9307	74.0693	-0.3168	0.0468	8.8575	17.0732	38.7677	35.3017	25.0854	74.9146	-0.2546	-0.0044
43assoi_Ameass	26.8437	73.1563	-0.2198	-0.0806	10.4720	16.3717	33.6283	39.5280	20.7547	79.2453	-0.6364	-0.0317	3.7736	16.9811	38.3648	40.8805	32.3568	67.6432	-0.0543	-0.1126	15.2995	17.0573	30.0130	37.6302	29.6784	70.3216	-0.1626	-0.0229	12.4269	17.2515	34.3567	35.9649	32.4015	67.5985	-0.0980	-0.1203	14.6125	17.7891	29.7332	37.8653	29.1887	70.8113	-0.1420	-0.1781	12.5220	16.6667	29.1005	41.7108	25.5226	74.4774	-0.3103	0.2555	8.8009	16.7217	46.7547	27.7228	24.7082	75.2918	-0.3071	-0.1111	8.5603	16.1479	33.4630	41.8288	24.2938	75.7062	-0.2326	-0.2090	9.3220	14.9718	29.9435	45.7627	19.8582	80.1418	-0.3929	0.2920	6.0284	13.8298	51.7730	28.3688	21.9895	78.0105	-0.2925	0.2042	7.7786	14.2109	46.9708	31.0396	22.2930	77.7070	-0.2000	0.1754	8.9172	13.3758	45.6688	32.0382	19.3613	80.6387	-0.3196	-0.1337	6.5868	12.7745	34.9301	45.7086	23.2775	76.7225	-0.3600	0.0655	7.4488	15.8287	40.8752	35.8473	26.1538	73.8462	-0.3039	0.0347	9.1026	17.0513	38.2051	35.6410	25.2454	74.7546	-0.2688	0.0018
59T3_Amedum	27.2593	72.7407	-0.2283	-0.1202	10.5185	16.7407	32.0000	40.7407	20.1258	79.8742	-0.6875	-0.0236	3.1447	16.9811	38.9937	40.8805	32.5333	67.4667	-0.0861	-0.0850	14.8667	17.6667	30.8667	36.6000	29.2398	70.7602	-0.1600	0.0083	12.2807	16.9591	35.6725	35.0877	32.2745	67.7255	-0.1181	-0.0919	14.2313	18.0432	30.7497	36.9759	30.5996	69.4004	-0.1700	-0.1385	12.6984	17.9012	29.8942	39.5062	24.3124	75.6876	-0.3032	0.2558	8.4708	15.8416	47.5248	28.1628	24.7269	75.2731	-0.3494	-0.1108	8.0437	16.6832	33.4657	41.8073	25.1412	74.8588	-0.2584	-0.1396	9.3220	15.8192	32.2034	42.6554	21.2766	78.7234	-0.3667	0.2883	6.7376	14.5390	50.7092	28.0142	23.8594	76.1406	-0.3166	0.1925	8.1526	15.7068	45.4001	30.7405	24.8737	75.1263	-0.2690	0.2303	9.0909	15.7828	46.2121	28.9141	20.9581	79.0419	-0.2381	-0.1212	7.9840	12.9741	34.7305	44.3114	23.2775	76.7225	-0.3600	0.0461	7.4488	15.8287	40.1304	36.5922	25.0970	74.9030	-0.3196	0.0535	8.5382	16.5589	39.4567	35.4463	25.7037	74.2963	-0.2821	0.0163
AA001_Ameand	26.6962	73.3038	-0.2376	-0.0905	10.1770	16.5192	33.3333	39.9705	19.4969	80.5031	-0.6774	-0.0469	3.1447	16.3522	38.3648	42.1384	32.4870	67.5130	-0.0541	-0.1032	15.3646	17.1224	30.2734	37.2396	30.7018	69.2982	-0.2000	-0.0127	12.2807	18.4211	34.2105	35.0877	31.2579	68.7421	-0.0732	-0.1460	14.4854	16.7726	29.3520	39.3901	29.3651	70.6349	-0.1712	-0.1685	12.1693	17.1958	29.3651	41.2698	25.6326	74.3674	-0.3047	0.2426	8.9109	16.7217	46.2046	28.1628	24.8241	75.1759	-0.3441	-0.0989	8.1407	16.6834	33.8693	41.3065	23.7288	76.2712	-0.2381	-0.2148	9.0395	14.6893	29.9435	46.3277	19.5035	80.4965	-0.3818	0.2599	6.0284	13.4752	50.7092	29.7872	22.2920	77.7080	-0.2958	0.1960	7.8493	14.4427	46.4678	31.2402	22.2090	77.7910	-0.2527	0.2003	8.2985	13.9104	46.6866	31.1045	19.7605	80.2395	-0.2929	-0.1294	6.9860	12.7745	34.9301	45.3094	23.3706	76.6294	-0.3625	0.0571	7.4488	15.9218	40.5028	36.1266	25.1282	74.8718	-0.2857	0.0411	8.9744	16.1538	38.9744	35.8974	25.0969	74.9031	-0.2781	-0.0009
AA003_Ameser	27.1386	72.8614	-0.2391	-0.0810	10.3245	16.8142	33.4808	39.3805	20.7547	79.2453	-0.6970	-0.0159	3.1447	17.6101	38.9937	40.2516	32.0964	67.9036	-0.0710	-0.0949	14.9089	17.1875	30.7292	37.1745	30.1170	69.8830	-0.1942	-0.0167	12.1345	17.9825	34.3567	35.5263	31.0038	68.9962	-0.0820	-0.1418	14.2313	16.7726	29.6061	39.3901	29.8060	70.1940	-0.1657	-0.1683	12.4339	17.3721	29.1887	41.0053	24.6425	75.3575	-0.3214	0.2467	8.3608	16.2816	46.9747	28.3828	25.3266	74.6734	-0.3413	-0.0875	8.3417	16.9849	34.0704	40.6030	24.5763	75.4237	-0.2644	-0.2060	9.0395	15.5367	29.9435	45.4802	19.8582	80.1418	-0.4286	0.2832	5.6738	14.1844	51.4184	28.7234	22.0643	77.9357	-0.3288	0.2054	7.4046	14.6597	46.9708	30.9648	21.9701	78.0299	-0.2391	0.1936	8.3582	13.6119	46.5672	31.4627	19.3613	80.6387	-0.2784	-0.1485	6.9860	12.3752	34.3313	46.3074	23.4637	76.5363	-0.3651	0.0584	7.4488	16.0149	40.5028	36.0335	25.2564	74.7436	-0.2995	0.0429	8.8462	16.4103	38.9744	35.7692	25.1624	74.8376	-0.2877	0.0046
AA005_Amespa	27.5811	72.4189	-0.3048	-0.0957	9.5870	17.9941	32.7434	39.6755	20.1258	79.8742	-0.6875	0.0866	3.1447	16.9811	43.3962	36.4780	31.0547	68.9453	-0.0650	-0.0859	14.5182	16.5365	31.5104	37.4349	30.2632	69.7368	-0.1981	-0.0314	12.1345	18.1287	33.7719	35.9649	31.1309	68.8691	-0.1102	-0.1328	13.8501	17.2808	29.8602	39.0089	29.7178	70.2822	-0.1810	-0.1443	12.1693	17.5485	30.0705	40.2116	24.8625	75.1375	-0.3097	0.2679	8.5809	16.2816	47.6348	27.5028	26.7337	73.2663	-0.3383	-0.0974	8.8442	17.8894	33.0653	40.2010	28.7356	71.2644	-0.3600	-0.1048	9.1954	19.5402	31.8966	39.3678	20.9220	79.0780	-0.3898	0.3094	6.3830	14.5390	51.7730	27.3050	22.8871	77.1129	-0.2876	0.1814	8.1526	14.7345	45.5497	31.5632	22.7463	77.2537	-0.2388	0.1994	8.6567	14.0896	46.3284	30.9254	21.2851	78.7149	-0.3396	-0.1429	7.0281	14.2570	33.7349	44.9799	23.5568	76.4432	-0.3597	0.0353	7.5419	16.0149	39.5717	36.8715	24.2857	75.7143	-0.3155	0.0395	8.3117	15.9740	39.3506	36.3636	25.7259	74.2741	-0.2990	0.0189
AAP07_Aptapt	26.6962	73.3038	-0.2486	-0.0704	10.0295	16.6667	34.0708	39.2330	19.4969	80.5031	-0.6129	-0.0156	3.7736	15.7233	39.6226	40.8805	31.9010	68.0990	-0.0571	-0.0880	15.0391	16.8620	31.0547	37.0443	28.5088	71.4912	-0.1487	-0.0307	12.1345	16.3743	34.6491	36.8421	30.8767	69.1233	-0.1193	-0.1176	13.5959	17.2808	30.4956	38.6277	28.6596	71.3404	-0.1385	-0.1718	12.3457	16.3139	29.5414	41.7989	24.6425	75.3575	-0.3571	0.2701	7.9208	16.7217	47.8548	27.5028	24.5136	75.4864	-0.3810	-0.0979	7.5875	16.9261	34.0467	41.4397	22.0339	77.9661	-0.2051	-0.2174	8.7571	13.2768	30.5085	47.4576	21.6312	78.3688	-0.3115	0.2579	7.4468	14.1844	49.2908	29.0780	22.2139	77.7861	-0.2795	0.2038	8.0030	14.2109	46.8212	30.9648	21.4925	78.5075	-0.2278	0.1894	8.2985	13.1940	46.6866	31.8209	19.7605	80.2395	-0.3131	-0.1343	6.7864	12.9741	34.7305	45.5090	23.9292	76.0708	-0.3541	0.0355	7.7281	16.2011	39.3855	36.6853	25.8355	74.1645	-0.3234	0.0607	8.7404	17.0951	39.3316	34.8329	24.8128	75.1872	-0.2718	0.0049
