Taxon	ATP6	ATP6	ATP6	ATP6	ATP6	ATP6	ATP6	ATP6	ATP8	ATP8	ATP8	ATP8	ATP8	ATP8	ATP8	ATP8	COX1	COX1	COX1	COX1	COX1	COX1	COX1	COX1	COX2	COX2	COX2	COX2	COX2	COX2	COX2	COX2	COX3	COX3	COX3	COX3	COX3	COX3	COX3	COX3	CYTB	CYTB	CYTB	CYTB	CYTB	CYTB	CYTB	CYTB	ND1	ND1	ND1	ND1	ND1	ND1	ND1	ND1	ND2	ND2	ND2	ND2	ND2	ND2	ND2	ND2	ND3	ND3	ND3	ND3	ND3	ND3	ND3	ND3	ND4L	ND4L	ND4L	ND4L	ND4L	ND4L	ND4L	ND4L	ND4	ND4	ND4	ND4	ND4	ND4	ND4	ND4	ND5	ND5	ND5	ND5	ND5	ND5	ND5	ND5	ND6	ND6	ND6	ND6	ND6	ND6	ND6	ND6	rrnl	rrnl	rrnl	rrnl	rrnl	rrnl	rrnl	rrnl	rrns	rrns	rrns	rrns	rrns	rrns	rrns	rrns	Mean_GC_pct	Mean_AT_pct	Mean_GC_skew	Mean_AT_skew
Gene	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	GC_pct	AT_pct	GC_skew	AT_skew	G_pct	C_pct	A_pct	T_pct	Mean_GC_pct	Mean_AT_pct	Mean_GC_skew	Mean_AT_skew
16CI1f_Psebet	35.6195	64.3805	-0.2050	-0.1271	14.1593	21.4602	28.0973	36.2832	21.6981	78.3019	-0.5652	-0.0361	4.7170	16.9811	37.7358	40.5660	40.8203	59.1797	0.0287	-0.1683	20.9961	19.8242	24.6094	34.5703	38.5965	61.4035	-0.0909	0.0000	17.5439	21.0526	30.7018	30.7018	39.2381	60.7619	0.0097	-0.1661	19.8095	19.4286	25.3333	35.4286	37.5661	62.4339	-0.0915	-0.1525	17.0635	20.5026	26.4550	35.9788	22.7723	77.2277	-0.2319	0.2564	8.7459	14.0264	48.5149	28.7129	28.4257	71.5743	-0.3128	-0.1568	9.7668	18.6589	30.1749	41.3994	30.5085	69.4915	-0.1667	-0.2683	12.7119	17.7966	25.4237	44.0678	21.8085	78.1915	-0.2195	0.3061	8.5106	13.2979	51.0638	27.1277	30.1570	69.8430	-0.2565	0.3194	11.2108	18.9462	46.0762	23.7668	17.0098	82.9902	-0.4737	0.0809	4.4763	12.5336	44.8523	38.1379	24.5509	75.4491	-0.1951	-0.1587	9.8802	14.6707	31.7365	43.7126	23.3706	76.6294	-0.3227	0.0668	7.9143	15.4562	40.8752	35.7542	26.3979	73.6021	-0.3202	0.0601	8.9727	17.4252	39.0117	34.5904	29.2360	70.7640	-0.2276	-0.0096
23spal_Amespa2	34.5133	65.4867	-0.1923	-0.1486	13.9381	20.5752	27.8761	37.6106	19.8113	80.1887	-0.6190	0.0588	3.7736	16.0377	42.4528	37.7358	40.8203	59.1797	0.0287	-0.1617	20.9961	19.8242	24.8047	34.3750	38.8158	61.1842	-0.0960	-0.0108	17.5439	21.2719	30.2632	30.9211	38.6503	61.3497	0.0476	-0.1933	20.2454	18.4049	24.7444	36.6053	37.0370	62.9630	-0.0643	-0.1639	17.3280	19.7090	26.3228	36.6402	23.2500	76.7500	-0.1828	0.2508	9.5000	13.7500	48.0000	28.7500	28.7651	71.2349	-0.2775	-0.1839	10.3916	18.3735	29.0663	42.1687	30.9322	69.0678	-0.1507	-0.2761	13.1356	17.7966	25.0000	44.0678	17.5532	82.4468	-0.2727	0.3032	6.3830	11.1702	53.7234	28.7234	28.6996	71.3004	-0.2734	0.3082	10.4260	18.2735	46.6368	24.6637	18.8899	81.1101	-0.4313	0.1038	5.3715	13.5184	44.7628	36.3474	25.3012	74.6988	-0.2143	-0.1935	9.9398	15.3614	30.1205	44.5783	22.9050	77.0950	-0.3659	0.0580	7.2626	15.6425	40.7821	36.3128	24.8705	75.1295	-0.3438	0.0310	8.1606	16.7098	38.7306	36.3990	28.7210	71.2790	-0.2272	-0.0145
41K26_Amepic	34.5133	65.4867	-0.1410	-0.1216	14.8230	19.6903	28.7611	36.7257	24.5283	75.4717	-0.6154	-0.0750	4.7170	19.8113	34.9057	40.5660	41.8945	58.1055	0.0210	-0.1563	21.3867	20.5078	24.5117	33.5938	37.9386	62.0614	-0.0983	0.0177	17.1053	20.8333	31.5789	30.4825	40.2863	59.7137	0.0660	-0.2123	21.4724	18.8139	23.5174	36.1963	38.0952	61.9048	-0.0694	-0.1709	17.7249	20.3704	25.6614	36.2434	20.9571	79.0429	-0.1811	0.2150	8.5809	12.3762	48.0198	31.0231	28.5714	71.4286	-0.2500	-0.2208	10.7143	17.8571	27.8274	43.6012	30.0847	69.9153	-0.1268	-0.3091	13.1356	16.9492	24.1525	45.7627	17.0213	82.9787	-0.2500	0.2692	6.3830	10.6383	52.6596	30.3191	29.1480	70.8520	-0.2538	0.3006	10.8744	18.2735	46.0762	24.7758	17.2784	82.7216	-0.4404	0.0779	4.8344	12.4440	44.5837	38.1379	24.7863	75.2137	-0.1724	-0.2159	10.2564	14.5299	29.4872	45.7265	23.2775	76.7225	-0.3520	0.0655	7.5419	15.7356	40.8752	35.8473	25.9307	74.0693	-0.3168	0.0468	8.8575	17.0732	38.7677	35.3017	28.9541	71.0459	-0.2120	-0.0326
43assoi_Ameass	34.0708	65.9292	-0.1429	-0.1208	14.6018	19.4690	28.9823	36.9469	26.4151	73.5849	-0.5714	-0.0769	5.6604	20.7547	33.9623	39.6226	41.9922	58.0078	0.0233	-0.1582	21.4844	20.5078	24.4141	33.5938	38.3772	61.6228	-0.0743	0.0036	17.7632	20.6140	30.9211	30.7018	40.1905	59.8095	0.0237	-0.1911	20.5714	19.6190	24.1905	35.6190	37.9630	62.0370	-0.0592	-0.1770	17.8571	20.1058	25.5291	36.5079	21.7822	78.2178	-0.1970	0.2236	8.7459	13.0363	47.8548	30.3630	28.4257	71.5743	-0.2718	-0.2057	10.3499	18.0758	28.4257	43.1487	30.0847	69.9153	-0.1549	-0.2970	12.7119	17.3729	24.5763	45.3390	16.4894	83.5106	-0.2903	0.2739	5.8511	10.6383	53.1915	30.3191	28.8117	71.1883	-0.2607	0.3039	10.6502	18.1614	46.4126	24.7758	18.1471	81.8529	-0.4211	0.0712	5.2531	12.8940	43.8395	38.0134	25.1497	74.8503	-0.2619	-0.1680	9.2814	15.8683	31.1377	43.7126	23.2775	76.7225	-0.3600	0.0655	7.4488	15.8287	40.8752	35.8473	26.1538	73.8462	-0.3039	0.0347	9.1026	17.0513	38.2051	35.6410	29.1554	70.8446	-0.2215	-0.0279
59T3_Amedum	34.6667	65.3333	-0.1410	-0.1837	14.8889	19.7778	26.6667	38.6667	21.6981	78.3019	-0.5652	-0.1084	4.7170	16.9811	34.9057	43.3962	42.2000	57.8000	0.0190	-0.1522	21.5000	20.7000	24.5000	33.3000	37.2807	62.7193	-0.0471	-0.0210	17.7632	19.5175	30.7018	32.0175	39.4286	60.5714	0.0338	-0.1950	20.3810	19.0476	24.3810	36.1905	38.0952	61.9048	-0.0764	-0.1581	17.5926	20.5026	26.0582	35.8466	20.7921	79.2079	-0.2063	0.2458	8.2508	12.5413	49.3399	29.8680	27.9762	72.0238	-0.2340	-0.1901	10.7143	17.2619	29.1667	42.8571	29.2373	70.7627	-0.1594	-0.2575	12.2881	16.9492	26.2712	44.4915	19.1489	80.8511	-0.2222	0.2763	7.4468	11.7021	51.5957	29.2553	30.6054	69.3946	-0.2821	0.3118	10.9865	19.6188	45.5157	23.8789	20.8333	79.1667	-0.6182	0.1244	3.9773	16.8561	44.5076	34.6591	25.1497	74.8503	-0.1429	-0.1680	10.7784	14.3713	31.1377	43.7126	23.2775	76.7225	-0.3600	0.0461	7.4488	15.8287	40.1304	36.5922	25.0970	74.9030	-0.3196	0.0535	8.5382	16.5589	39.4567	35.4463	29.0324	70.9676	-0.2214	-0.0251
AA001_Ameand	34.7345	65.2655	-0.1465	-0.1390	14.8230	19.9115	28.0973	37.1681	21.6981	78.3019	-0.5652	-0.1084	4.7170	16.9811	34.9057	43.3962	41.8945	58.1055	0.0210	-0.1597	21.3867	20.5078	24.4141	33.6914	38.1579	61.8421	-0.0805	0.0071	17.5439	20.6140	31.1404	30.7018	39.8095	60.1905	0.0239	-0.1962	20.3810	19.4286	24.1905	36.0000	37.0370	62.9630	-0.0500	-0.1807	17.5926	19.4444	25.7937	37.1693	22.1122	77.8878	-0.1940	0.2076	8.9109	13.2013	47.0297	30.8581	28.3133	71.6867	-0.2447	-0.1933	10.6928	17.6205	28.9157	42.7711	30.0847	69.9153	-0.1549	-0.2848	12.7119	17.3729	25.0000	44.9153	17.0213	82.9787	-0.3125	0.2436	5.8511	11.1702	51.5957	31.3830	29.7998	70.2002	-0.2569	0.3087	11.0718	18.7279	45.9364	24.2638	17.9946	82.0054	-0.5124	0.1048	4.3868	13.6079	45.2999	36.7055	24.5509	75.4491	-0.2195	-0.1825	9.5808	14.9701	30.8383	44.6108	23.3706	76.6294	-0.3625	0.0571	7.4488	15.9218	40.5028	36.1266	25.1282	74.8718	-0.2857	0.0411	8.9744	16.1538	38.9744	35.8974	28.7805	71.2195	-0.2227	-0.0316
AA003_Ameser	34.7345	65.2655	-0.1465	-0.1254	14.8230	19.9115	28.5398	36.7257	22.6415	77.3585	-0.5833	-0.0732	4.7170	17.9245	35.8491	41.5094	41.7969	58.2031	0.0187	-0.1544	21.2891	20.5078	24.6094	33.5938	38.1579	61.8421	-0.0805	0.0071	17.5439	20.6140	31.1404	30.7018	39.8095	60.1905	0.0144	-0.1899	20.1905	19.6190	24.3810	35.8095	37.0370	62.9630	-0.0500	-0.1807	17.5926	19.4444	25.7937	37.1693	20.6271	79.3729	-0.2000	0.2100	8.2508	12.3762	48.0198	31.3531	28.6145	71.3855	-0.2421	-0.1899	10.8434	17.7711	28.9157	42.4699	30.5085	69.4915	-0.1667	-0.2805	12.7119	17.7966	25.0000	44.4915	17.5532	82.4468	-0.3333	0.2645	5.8511	11.7021	52.1277	30.3191	28.6996	71.3004	-0.2812	0.3113	10.3139	18.3857	46.7489	24.5516	17.9051	82.0949	-0.5000	0.0992	4.4763	13.4288	45.1209	36.9740	25.1497	74.8503	-0.2381	-0.1920	9.5808	15.5689	30.2395	44.6108	23.4637	76.5363	-0.3651	0.0584	7.4488	16.0149	40.5028	36.0335	25.2564	74.7436	-0.2995	0.0429	8.8462	16.4103	38.9744	35.7692	28.7970	71.2030	-0.2302	-0.0262
AA005_Amespa	35.1770	64.8230	-0.2327	-0.1331	13.4956	21.6814	28.0973	36.7257	23.5849	76.4151	-0.6800	0.0864	3.7736	19.8113	41.5094	34.9057	40.9180	59.0820	0.0263	-0.1570	20.9961	19.9219	24.9023	34.1797	39.2544	60.7456	-0.1061	-0.0036	17.5439	21.7105	30.2632	30.4825	39.8095	60.1905	-0.0048	-0.1646	19.8095	20.0000	25.1429	35.0476	36.7725	63.2275	-0.0576	-0.1757	17.3280	19.4444	26.0582	37.1693	20.9571	79.0429	-0.1496	0.2401	8.9109	12.0462	49.0099	30.0330	29.5181	70.4819	-0.2857	-0.1624	10.5422	18.9759	29.5181	40.9639	33.6207	66.3793	-0.1795	-0.2468	13.7931	19.8276	25.0000	41.3793	18.6170	81.3830	-0.2571	0.2941	6.9149	11.7021	52.6596	28.7234	29.0359	70.9641	-0.2741	0.3081	10.5381	18.4978	46.4126	24.5516	18.9794	81.0206	-0.4811	0.1094	4.9239	14.0555	44.9418	36.0788	25.6024	74.3976	-0.2471	-0.1741	9.6386	15.9639	30.7229	43.6747	23.5568	76.4432	-0.3597	0.0353	7.5419	16.0149	39.5717	36.8715	24.2857	75.7143	-0.3155	0.0395	8.3117	15.9740	39.3506	36.3636	29.3126	70.6874	-0.2403	-0.0070
AAP07_Aptapt	34.2920	65.7080	-0.1742	-0.1246	14.1593	20.1327	28.7611	36.9469	24.5283	75.4717	-0.5385	-0.0500	5.6604	18.8679	35.8491	39.6226	41.5039	58.4961	0.0259	-0.1553	21.2891	20.2148	24.7070	33.7891	38.1579	61.8421	-0.0805	0.0142	17.5439	20.6140	31.3596	30.4825	40.7619	59.2381	-0.0187	-0.1640	20.0000	20.7619	24.7619	34.4762	37.1693	62.8307	-0.0463	-0.1789	17.7249	19.4444	25.7937	37.0370	20.4620	79.5380	-0.2258	0.2365	7.9208	12.5413	49.1749	30.3630	29.3003	70.6997	-0.2935	-0.1876	10.3499	18.9504	28.7172	41.9825	28.8136	71.1864	-0.1471	-0.2500	12.2881	16.5254	26.6949	44.4915	19.1489	80.8511	-0.2778	0.2500	6.9149	12.2340	50.5319	30.3191	29.0359	70.9641	-0.2432	0.2923	10.9865	18.0493	45.8520	25.1121	17.0994	82.9006	-0.4764	0.0864	4.4763	12.6231	45.0313	37.8693	24.2515	75.7485	-0.2099	-0.2016	9.5808	14.6707	30.2395	45.5090	23.9292	76.0708	-0.3541	0.0355	7.7281	16.2011	39.3855	36.6853	25.8355	74.1645	-0.3234	0.0607	8.7404	17.0951	39.3316	34.8329	28.9526	71.0474	-0.2256	-0.0224
